,Name,Price,Review_num,Star,Address,Menu,Menu_link_re,Menu_link_ye,Time
59,Les Enfants de Boheme,$$,279 reviews,4.5 star rating,"['Les Enfants de Boheme\n279 reviews\nClaimed\n$$ French, Cocktail Bars, Wine Bars\nEdit\nClosed5:00 PM - 10:30 PM\nHours updated 1 month ago', '279 reviews', 'Hours updated 1 month ago', '', 'Location & Hours', '177 Henry St\nNew York, NY 10002\nRutgers St & Jefferson St\nLower East Side, Two Bridges\nGet directions', '177 Henry St\nNew York, NY 10002\nRutgers St & Jefferson St\nLower East Side, Two Bridges', 'Mon\nClosed\nTue\nClosed\nWed\n5:00 PM - 10:30 PM\nClosed now\nThu\n5:00 PM - 10:30 PM\nFri\n5:00 PM - 11:00 PM\nSat\n11:00 AM - 11:00 PM\nSun\n11:00 AM - 10:30 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Takeout', 'No Delivery', 'Proof of vaccination required', 'COVID-19 updates', 'Ask the Community', 'Does this place take credit cards?', 'No.\nJane S.  3 months ago\nView 1 more answer', 'lesenfantsdeboheme.com', '(646) 476-4843', 'Get Directions\n177 Henry St New York, NY 10002', '', 'Frequently Asked Questions about Les Enfants de Boheme']",['Croque Madame\n5 Photos 11 Reviews\nDuck Confit\n5 Photos 9 Reviews\nSteak Tartare\n6 Photos 9 Reviews\nEggs Benedict\n7 Photos 12 Reviews\nBaby Kale Salad\n2 Photos 9 Reviews\nEggs Florentine Poached Eggs\n2 Photos 9 Reviews\nBoeuf Carottes Facon Grandmere\n3 Photos 4 Reviews\nLes Eggs Norwegian\n7 Photos 6 Reviews\nSlow Braised Beef\n1 Photo 7 Reviews\nSteak and Eggs\n4 Photos 6 Reviews'],,,5:00 PM - 10:30 PM
60,Noodle Village,$$,1206 reviews,4 star rating,"['Noodle Village\n1206 reviews\nClaimed\n$$ Chinese, Noodles\nEdit\nClosed11:00 AM - 9:30 PM', '1206 reviews', '', 'Menu', 'Location & Hours', '13 Mott St\nNew York, NY 10013\nMosco St & Park Row\nChinatown, Civic Center\nGet directions', '13 Mott St\nNew York, NY 10013\nMosco St & Park Row\nChinatown, Civic Center', 'Mon\n11:00 AM - 9:30 PM\nTue\n11:00 AM - 9:30 PM\nWed\n11:00 AM - 9:30 PM\nClosed now\nThu\n11:00 AM - 9:30 PM\nFri\n11:00 AM - 9:30 PM\nSat\n10:30 AM - 9:30 PM\nSun\n10:30 AM - 9:30 PM\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'Ask the Community', 'Is it BYOB?', ""I didn't see any indication of that.\nBenjamin C.  26 days ago\nView question details"", 'Are any of the soup broths vegetarian/vegan?', ""Sorry, we only serve one type of soup broth and it's not vegan.\nGeorge E., Business Owner  2 months ago\nView question details"", 'nynoodlevillage.com', '(212) 233-0788', 'Get Directions\n13 Mott St New York, NY 10013', '', 'Frequently Asked Questions about Noodle Village']",['$5.25\nShrimp Wonton Noodle Soup\n75 Photos 176 Reviews\n$5.50\nBraised Beef Brisket\n73 Photos 88 Reviews\n$5.50\nShrimp Wonton Soup\n19 Photos 72 Reviews\n$5.25\nBlack Egg W/pork Congee\n28 Photos 46 Reviews\n$4.95\nSteam Shanghai Soup Dumplings\n53 Photos 42 Reviews\n$3.50\nEgg Noodle In Consomme\n9 Photos 53 Reviews\n$5.50\nShrimp Dumpling Soup\n23 Photos 43 Reviews\n$5.25\nPork Congee\n20 Photos 23 Reviews\n$6.95\nSteam Crab Meat Soup Dumplings\n37 Photos 27 Reviews\n$5.50\nDeep Fried Fish Skin Noodle Soup\n13 Photos 33 Reviews'],http://nynoodlevillage.com/catalog.aspx?cid=37,https://www.yelp.com/menu/noodle-village-new-york-7,11:00 AM - 9:30 PM
61,The Mayfly,American (Traditional),2 reviews,5 star rating,"['The Mayfly\n2 reviews\nUnclaimed\nAmerican (Traditional)\nEdit', '2 reviews', '', 'Menu', 'Location & Hours', '269 E Houston St\nNew York, NY 10002\nEssex St & Avenue A\nLower East Side\nGet directions', '269 E Houston St\nNew York, NY 10002\nEssex St & Avenue A\nLower East Side', 'Edit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'themayflynyc.com', 'Get Directions\n269 E Houston St New York, NY 10002', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Things to do in New York', 'Family Restaurants Near Me', 'Find more American (Traditional) Restaurants near The Mayfly', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in New York', 'Frequently Asked Questions about The Mayfly']",[],,['https://www.yelp.com/menu/the-mayfly-new-york'],
62,Shuka,$$$,620 reviews,4 star rating,"['Shuka\n620 reviews\nClaimed\n$$$ Mediterranean, Cocktail Bars\nEdit\nClosed12:00 PM - 11:00 PM\nHours updated 1 month ago', '620 reviews', 'Hours updated 1 month ago', '', 'Menu', 'Location & Hours', '38 MacDougal St\nNew York, NY 10012\nSouth Village\nGet directions', '38 MacDougal St\nNew York, NY 10012\nSouth Village', 'Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 11:00 PM\nWed\n12:00 PM - 11:00 PM\nClosed now\nThu\n12:00 PM - 11:00 PM\nFri\n12:00 PM - 11:00 PM\nSat\n10:30 AM - 3:30 PM\n5:00 PM - 11:00 PM\nSun\n10:30 AM - 3:30 PM\n5:00 PM - 10:00 PM\nEdit business info\nUpcoming Special Hours\nSat 2021-12-25\nClosed', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', 'Does Shuka have air conditioning?', ""They have some fans, but no they didn't really have A.C.! They just kept the doors open.\nSkylar S.  2 months ago 1 person found this helpful\nView 2 more answers"", 'Are there heaters?', 'Yes\nAlana V.  8 months ago\nView question details', 'shukanewyork.com', '(212) 475-7500', 'Get Directions\n38 MacDougal St New York, NY 10012', '', 'Frequently Asked Questions about Shuka']",['$12.00\nFried Halloumi\n34 Photos 79 Reviews\n$12.00\nWhipped Feta and Pistachio\n46 Photos 79 Reviews\n$21.00\nChicken Shawarma\n48 Photos 84 Reviews\n$17.00\nChocolate Babka French Toast\n26 Photos 32 Reviews\n$12.00\nBeet Hummus\n20 Photos 40 Reviews\n$12.00\nCrispy Cauliflower\n10 Photos 26 Reviews\n$11.00\nOlive Oil Cake\n14 Photos 27 Reviews\n$19.00\nMediterranean Plate\n20 Photos 25 Reviews\n$16.00\nFattoush Salad\n11 Photos 21 Reviews\n$18.00\nTunisian Breakfast\n14 Photos 15 Reviews'],https://www.shukanewyork.com/menu,https://www.yelp.com/menu/shuka-new-york-3,12:00 PM - 11:00 PM
63,nonono,$$$,905 reviews,4 star rating,"['nonono\n905 reviews\nClaimed\n$$$ Tapas/Small Plates, Izakaya, Ramen\nEdit\nClosed11:30 AM - 3:00 PM, 5:00 PM - 9:15 PM\nHours updated 2 months ago', '905 reviews', 'Hours updated 2 months ago', '', 'Menu', 'Location & Hours', '118 Madison Ave\nNew York, NY 10016\n30th St & 31st St\nMidtown East\nGet directions', '118 Madison Ave\nNew York, NY 10016\n30th St & 31st St\nMidtown East', 'Mon\n11:30 AM - 3:00 PM\n5:00 PM - 9:15 PM\nTue\n11:30 AM - 3:00 PM\n5:00 PM - 9:15 PM\nWed\n11:30 AM - 3:00 PM\n5:00 PM - 9:15 PM\nClosed now\nThu\n11:30 AM - 3:00 PM\n5:00 PM - 9:45 PM\nFri\n11:30 AM - 3:00 PM\n5:00 PM - 10:15 PM\nSat\n12:00 PM - 3:00 PM\n5:00 PM - 10:15 PM\nSun\n12:00 PM - 3:00 PM\n5:00 PM - 9:15 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required', 'COVID-19 updates', 'Ask the Community', 'Is there outdoor seating?', 'There has been during COVID and not in the winter.\nDaniel C.  10 days ago\nView question details', 'Are there gluten free options? If so, is there a GF menu?', ""They don't specifically have a gluten free menu, but Japanese food as a whole is naturally gluten free.\nJane Y.  1 year ago\nView 3 more answers"", 'nonononyc.com', '(646) 707-3227', 'Get Directions\n118 Madison Ave New York, NY 10016', '', 'Frequently Asked Questions about nonono']",['$5.00\nShort Rib\n58 Photos 106 Reviews\n$12.00\nSalmon Tataki\n49 Photos 54 Reviews\n$13.00\nCream Curry Udon\n48 Photos 64 Reviews\n$3.50\nThigh\n28 Photos 61 Reviews\n$4.00\nMeatball\n20 Photos 57 Reviews\n$7.00\nNori Tofu\n31 Photos 29 Reviews\n$15.00\nTori Tantan\n29 Photos 33 Reviews\n$14.00\nShio Paitan\n16 Photos 22 Reviews\n$14.00\nSalmon Bruschetta Roll\n19 Photos 18 Reviews\n$11.00\nNasu Dengaku\n17 Photos 19 Reviews'],https://www.nonononyc.com/menu/,https://www.yelp.com/menu/nonono-new-york-6,"11:30 AM - 3:00 PM, 5:00 PM - 9:15 PM"
64,1803,$$,567 reviews,4.5 star rating,"['1803\n567 reviews\nClaimed\n$$ Cajun/Creole, Seafood, Bars\nEdit\nClosed12:00 PM - 10:00 PM', '567 reviews', '', 'Menu', 'Location & Hours', '82 Reade St\nNew York, NY 10007\nTriBeCa, Civic Center\nGet directions', '82 Reade St\nNew York, NY 10007\nTriBeCa, Civic Center', 'Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 10:00 PM\nWed\n12:00 PM - 10:00 PM\nClosed now\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 8:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates', 'Ask the Community', 'When is happy hour and what are the prices?', 'Happy hour go from Monday to Friday 4-7 pm. All drinks are $3 off. We also offer some menu item can be seen on our website under happy hour. Cheers\nRefael H., Business Owner  20 hours ago\nView question details', 'Do U allow dogs w outdoor seating?', 'Yes we do\nRefael H., Business Owner  1 month ago\nView question details', '1803nyc.com', '(212) 267-3000', 'Get Directions\n82 Reade St New York, NY 10007', '', 'Frequently Asked Questions about 1803']",['$14.00\nGrilled Oysters\n26 Photos 33 Reviews\n$14.00\nCornmeal Fried Oysters\n16 Photos 35 Reviews\n$18.00\nFried Chicken Drumstick\n30 Photos 46 Reviews'],https://www.1803nyc.com/covid-menu,https://www.yelp.com/menu/1803-new-york,12:00 PM - 10:00 PM
65,Crab House All You Can Eat Seafood,$$$$,211 reviews,4.5 star rating,"['Crab House All You Can Eat Seafood\n211 reviews\nClaimed\n$$$$ Buffets, Seafood, Cajun/Creole\nEdit\nClosed2:00 PM - 10:00 PM\nHours updated a few days ago', '211 reviews', 'Hours updated a few days ago', '', 'Menu', 'Location & Hours', '135 E 55th St\nNew York, NY 10022\nLexington Ave & 3rd Ave\nMidtown East\nGet directions', '135 E 55th St\nNew York, NY 10022\nLexington Ave & 3rd Ave\nMidtown East', 'Mon\n2:00 PM - 10:00 PM\nTue\n2:00 PM - 10:00 PM\nWed\n2:00 PM - 10:00 PM\nClosed now\nThu\n2:00 PM - 10:00 PM\nFri\n2:00 PM - 11:00 PM\nSat\n12:30 PM - 11:00 PM\nSun\n12:30 PM - 11:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards', 'COVID-19 updates', 'Ask the Community', 'How does the free birthday deal work is it bring 3 and the family birthday person is free?', 'yes, they just have to have their drivers license and be within 3 days of actual birthday\nGina P.  2 months ago\nView question details', 'Would I need a reservation for 2 people on a Thursday for 2 p.m?', 'On their website, they said only allow reservations for 4+ people\nHongcheng Y.  4 months ago\nView question details', 'crabhouseny.com', '(347) 896-5420', 'Get Directions\n135 E 55th St New York, NY 10022', 'Message the Business', '', 'Frequently Asked Questions about Crab House All You Can Eat Seafood']",['Snow Crab Legs\n25 Photos 38 Reviews\nDungeness Crab\n13 Photos 26 Reviews\nSea Bass\n12 Photos 22 Reviews\nOld Bay Shrimp\n15 Photos 17 Reviews\nRaw Oysters\n10 Photos 12 Reviews\nCrab Cakes\n6 Photos 14 Reviews\nShrimp Fried Rice\n4 Photos 9 Reviews\nGarlic Noodles\n6 Photos 8 Reviews\nSuper Spicy Shrimp\n6 Photos 9 Reviews\nCrab Rangoon\n4 Photos 7 Reviews'],https://www.crabhouseny.com/seafood-buffet,,2:00 PM - 10:00 PM
66,While We Were Young,$$,380 reviews,4 star rating,"['While We Were Young\n380 reviews\nUnclaimed\n$$ American (New), Cocktail Bars\nEdit\nClosed5:00 PM - 10:00 PM\nHours updated over 3 months ago', '380 reviews', 'Hours updated over 3 months ago', '', 'Location & Hours', '183 W 10th St\nNew York, NY 10014\nS 7th Ave & 4th St\nWest Village\nGet directions', '183 W 10th St\nNew York, NY 10014\nS 7th Ave & 4th St\nWest Village', 'Mon\nClosed\nTue\nClosed\nWed\n5:00 PM - 10:00 PM\nClosed now\nThu\n5:00 PM - 10:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n11:00 AM - 10:00 PM\nSun\n11:00 AM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Vegan Options', 'Many Vegetarian Options', 'Accepts Credit Cards', 'Ask the Community', 'Does the weekend brunch menu run all day, or is there a cut off time when the dinner menu starts?', 'I believe the weekend brunch is an all day pri-fix menu. I went on a Sunday when I visited. Hope this helps!\nCapri J.  4 months ago\nView question details', 'Do they take weekend reservations?', 'Yes, you can make it through open table.\nShyann R.  6 months ago\nView question details', 'whilewewereyoungnyc.com', '(917) 675-6272', 'Get Directions\n183 W 10th St New York, NY 10014', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Frequently Asked Questions about While We Were Young']",['Avocado Toast\n43 Photos 39 Reviews\nBurrata\n21 Photos 32 Reviews\nBird\n28 Photos 27 Reviews\nTuna Tartare\n8 Photos 17 Reviews\nChicken Kale Salad\n7 Photos 9 Reviews\nSpicy Chicken Dumplings\n6 Photos 7 Reviews\nEggs Benedict\n16 Photos 8 Reviews\nRoasted Squash\n5 Photos 11 Reviews\nFried Chicken\n4 Photos 11 Reviews\nWild Salmon\n6 Photos 8 Reviews'],,,5:00 PM - 10:00 PM
67,Her Name Is Han,$$,1385 reviews,4.5 star rating,"['Her Name Is Han\n1385 reviews\nClaimed\n$$ Korean, Breakfast & Brunch, Cocktail Bars\nEdit\nClosed12:00 PM - 2:30 PM, 5:30 PM - 10:00 PM', '1385 reviews', '', 'Location & Hours', '17 E 31st St\nNew York, NY 10016\n5th Ave & Madison Ave\nMidtown East\nGet directions', '17 E 31st St\nNew York, NY 10016\n5th Ave & Madison Ave\nMidtown East', 'Mon\n12:00 PM - 2:30 PM\n5:30 PM - 10:00 PM\nTue\n12:00 PM - 2:30 PM\n5:30 PM - 10:00 PM\nWed\n12:00 PM - 2:30 PM\n5:30 PM - 10:00 PM\nClosed now\nThu\n12:00 PM - 2:30 PM\n5:30 PM - 10:00 PM\nFri\n12:00 PM - 2:30 PM\n5:30 PM - 11:00 PM\nSat\n12:00 PM - 2:30 PM\n5:30 PM - 11:00 PM\nSun\n12:00 PM - 2:30 PM\n5:30 PM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Proof of vaccination required', 'Staff wears masks', 'Vegan Options', 'COVID-19 updates', 'Ask the Community', 'Do they require vaccination card to enter?', 'Yes\nSusan F.  2 months ago\nView 2 more answers', 'Do they take your temperature?', 'They did!\nShivon R.  8 months ago\nView 2 more answers', 'hernameishan.com', '(212) 779-9990', 'Get Directions\n17 E 31st St New York, NY 10016', '', 'Frequently Asked Questions about Her Name Is Han']",['Pork Belly\n143 Photos 206 Reviews\nRice Cakes\n86 Photos 163 Reviews\nFried Chicken\n55 Photos 135 Reviews\nBlack Sesame Tofu\n34 Photos 43 Reviews\nPork Ribs\n27 Photos 43 Reviews\nCreamed Corn Croquettes\n16 Photos 31 Reviews\nSweet and Sour Chicken\n21 Photos 22 Reviews\nSpicy Pork\n18 Photos 32 Reviews\nBeef Bone Noodle Soup\n8 Photos 22 Reviews\nFire Grilled Bulgogi\n10 Photos 28 Reviews'],,,"12:00 PM - 2:30 PM, 5:30 PM - 10:00 PM"
68,The Fulton,$$$,276 reviews,3.5 star rating,"['The Fulton\n276 reviews\nClaimed\n$$$ Seafood, Pasta Shops, Sandwiches\nEdit\nClosed11:30 AM - 2:30 PM, 5:00 PM - 9:45 PM\nHours updated 2 months ago', '276 reviews', 'Hours updated 2 months ago', '', 'Menu', 'Location & Hours', '89 S St\nNew York, NY 10038\nSouth Street Seaport\nGet directions', '89 S St\nNew York, NY 10038\nSouth Street Seaport', 'Mon\n11:30 AM - 2:30 PM\n5:00 PM - 9:45 PM\nTue\n11:30 AM - 2:30 PM\n5:00 PM - 9:45 PM\nWed\n11:30 AM - 2:30 PM\n5:00 PM - 9:45 PM\nClosed now\nThu\n11:30 AM - 2:30 PM\n5:00 PM - 9:45 PM\nFri\n11:30 AM - 2:30 PM\n5:00 PM - 10:30 PM\nSat\n11:30 AM - 2:30 PM\n5:00 PM - 10:30 PM\nSun\n11:30 AM - 2:30 PM\n5:00 PM - 9:45 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', 'Should we make a reservation?', 'Absolutely !\nAudrey S.  1 month ago 1 person found this helpful\nView 5 more answers', 'Is the outdoor seating heated?', 'No.\nbrent P.  6 months ago\nView question details', 'TheFulton.NYC', '(212) 838-1200', 'Get Directions\n89 S St New York, NY 10038', '', 'Frequently Asked Questions about The Fulton']",['$54.00\nBlack Sea Bass\n27 Photos 32 Reviews\n$19.00\nRed Snapper Ceviche\n7 Photos 15 Reviews\n$26.00\nYellowfin Tuna Tartare\n9 Photos 16 Reviews\n$58.00\nLongevity Noodles\n9 Photos 8 Reviews\n$19.00\nLong Island Fluke\n9 Photos 7 Reviews\n$23.00\nCrispy Calamari Herb Salad\n11 Photos 3 Reviews\n$19.00\nCrispy Fish Tacos\n2 Photos 8 Reviews\n$26.00\nShrimp Burger\n4 Photos 8 Reviews\n$42.00\nSashimi with Spicy White Ponzu\n4 Photos 4 Reviews\n$25.00\nEggs Benedict\n4 Photos 3 Reviews'],https://www.thefulton.nyc/#menus,https://www.yelp.com/menu/the-fulton-new-york-2,"11:30 AM - 2:30 PM, 5:00 PM - 9:45 PM"
69,Nowon,"Korean,",159 reviews,4.5 star rating,"['Nowon\n159 reviews\nClaimed\nKorean, American (New)\nEdit\nClosed6:00 PM - 11:00 PM\nHours updated a few days ago', '159 reviews', 'Hours updated a few days ago', '', 'Menu', 'Location & Hours', '507 East 6th St\nNew York, NY 10009\nAvenue B & Avenue A\nEast Village, Alphabet City\nGet directions', '507 East 6th St\nNew York, NY 10009\nAvenue B & Avenue A\nEast Village, Alphabet City', 'Mon\nClosed\nTue\n6:00 PM - 11:00 PM\nWed\n6:00 PM - 11:00 PM\nClosed now\nThu\n6:00 PM - 11:00 PM\nFri\n6:00 PM - 11:30 PM\nSat\n6:00 PM - 11:30 PM\nSun\nClosed\nEdit business info\nUpcoming Special Hours\nThu 2021-11-25\nClosed', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'COVID-19 updates', 'Ask the Community', 'nowonnyc.com', '(646) 692-3867', 'Get Directions\n507 East 6th St New York, NY 10009', '', 'Frequently Asked Questions about Nowon']",['$15.00\nChopped Cheese Rice Cakes\n31 Photos 35 Reviews\n$19.00\nLegendary Burger\n15 Photos 8 Reviews\n$24.00\nDry Aged Steak Burger\n8 Photos 2 Reviews'],,['https://www.yelp.com/menu/nowon-new-york-2'],6:00 PM - 11:00 PM
70,Hole In The Wall,$$,630 reviews,4.5 star rating,"['Hole In The Wall\n630 reviews\nClaimed\n$$ Breakfast & Brunch, Coffee & Tea, Australian\nEdit\nClosed8:30 AM - 5:00 PM\nHours updated a few days ago', '630 reviews', 'Hours updated a few days ago', '', 'Menu', 'Location & Hours', '15 Cliff St\nNew York, NY 10038\nJohn St & Fulton St\nFinancial District\nGet directions', '15 Cliff St\nNew York, NY 10038\nJohn St & Fulton St\nFinancial District', 'Mon\n8:30 AM - 5:00 PM\nTue\n8:30 AM - 5:00 PM\nWed\n8:30 AM - 5:00 PM\nClosed now\nThu\n8:30 AM - 5:00 PM\nFri\n8:30 AM - 5:00 PM\nSat\n9:00 AM - 5:00 PM\nSun\n9:00 AM - 5:00 PM\nEdit business info\nUpcoming Special Hours\nThu 2021-11-25\nClosed\nSat 2021-12-25\nClosed', 'Amenities and More', 'Offers Takeout', 'No Delivery', 'Staff wears masks', 'Vegan Options', 'COVID-19 updates', 'Ask the Community', 'Do you recommend for a business breakfast meeting?', 'Yes\nStacey S.  4 years ago 1 person found this helpful\nView 1 more answer', 'holeinthewallnyc.com/financial…', '(212) 602-9991', 'Get Directions\n15 Cliff St New York, NY 10038', 'Message the Business', '', 'Frequently Asked Questions about Hole In The Wall']",['Chili Scrambled Eggs\n34 Photos 83 Reviews\nAvocado Toast\n38 Photos 89 Reviews\nPulled Pork Benedict\n34 Photos 62 Reviews\nBrioche French Toast\n32 Photos 54 Reviews\nPoached Egg\n29 Photos 46 Reviews\nHanging Bacon Jerky\n17 Photos 38 Reviews\nEggs Benedict\n7 Photos 27 Reviews\nAcai Bowl\n16 Photos 22 Reviews\nMushroom Toast\n10 Photos 12 Reviews\nWild Mushrooms\n9 Photos 12 Reviews'],https://www.holeinthewallnyc.com/day-menu-fidi,https://www.yelp.com/menu/hole-in-the-wall-new-york-12,8:30 AM - 5:00 PM
71,Cobble Fish,"Seafood,",10 reviews,4.5 star rating,"['Cobble Fish\n10 reviews\nClaimed\nSeafood, Cocktail Bars\nEdit\nClosed4:00 PM - 11:00 PM\nHours updated 2 months ago', '10 reviews', 'Hours updated 2 months ago', '', 'Menu', 'Location & Hours', '89 South St\nPier 16\nNew York, NY 10038\nSouth Street Seaport\nGet directions', '89 South St\nPier 16\nNew York, NY 10038\nSouth Street Seaport', 'Mon\n4:00 PM - 11:00 PM\nTue\n4:00 PM - 11:00 PM\nWed\n4:00 PM - 11:00 PM\nClosed now\nThu\n11:00 AM - 12:00 AM (Next day)\nFri\n11:00 AM - 1:00 AM (Next day)\nSat\n11:00 AM - 1:00 AM (Next day)\nSun\n11:00 AM - 11:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Takeout', 'All staff fully vaccinated', 'Masks required', 'Ask the Community', 'cobblefish.net', '(212) 210-2997', 'Get Directions\n89 South St Pier 16 New York, NY 10038', 'Message the Business', '', 'Frequently Asked Questions about Cobble Fish']",[],https://www.cobblefish.net/food,,4:00 PM - 11:00 PM
72,Cecconi's Dumbo,$$$,879 reviews,3.5 star rating,"[""Cecconi's Dumbo\n879 reviews\nClaimed\n$$$ Italian\nEdit\nClosed5:00 PM - 11:00 PM\nHours updated over 3 months ago"", '879 reviews', 'Hours updated over 3 months ago', '', 'Menu', 'Location & Hours', '55 Water St\nBrooklyn, NY 11201\nDUMBO\nGet directions', '55 Water St\nBrooklyn, NY 11201\nDUMBO', 'Mon\n5:00 PM - 11:00 PM\nTue\n5:00 PM - 11:00 PM\nWed\n5:00 PM - 11:00 PM\nClosed now\nThu\n5:00 PM - 11:00 PM\nFri\n5:00 PM - 11:00 PM\nSat\n12:00 PM - 11:00 PM\nSun\n12:00 PM - 11:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Masks required', 'Staff wears masks', 'Vegan Options', 'Ask the Community', 'Does anyone ever pick up the phone or answer e-mails? Have been trying for a few days to make a reservation that\'s ""too large"" per open table and it says to call?', 'Nope. You can try and try but apparently since there opening I was told that they do not. Has to do with staffing. I suggest stopping by or when you make a reservation out under the comments how many are in your party with a number. That is what I… more\nJuan G.  3 months ago 3 people found this helpful\nView 3 more answers', 'How do I contact someone at this restaurant regarding a special request for my upcoming reservation at this restaurant? I have called and emailed with no luck.', ""They don't answer the phones nor do they answer email. It's sadly pathetic.\nGreg S.  3 months ago 1 person found this helpful\nView question details"", 'cecconisdumbo.com', '(718) 650-3900', 'Get Directions\n55 Water St Brooklyn, NY 11201', '', ""Frequently Asked Questions about Cecconi's Dumbo""]",['Whipped Ricotta\n20 Photos 44 Reviews\nBlack Truffle Pasta\n19 Photos 24 Reviews\nTruffle Pizza\n12 Photos 20 Reviews\nLobster Spaghetti\n8 Photos 23 Reviews\nTuna Tartare\n8 Photos 28 Reviews\nLobster Pasta\n6 Photos 14 Reviews\nBuffalo Mozzarella Pizza\n4 Photos 14 Reviews\nBresaola Burrata Pizza\n10 Photos 9 Reviews\nShort Ribs\n6 Photos 19 Reviews\nProfiteroles\n7 Photos 17 Reviews'],http://cecconisdumbo.com/#menus,,5:00 PM - 11:00 PM
73,Nami Nori,"Sushi Bars,",6 reviews,5 star rating,"['Nami Nori\n6 reviews\nUnclaimed\nSushi Bars, Japanese, Gluten-Free\nEdit\nClosed5:00 PM - 10:00 PM\nHours updated 1 month ago', '6 reviews', 'Hours updated 1 month ago', '', 'Menu', 'Location & Hours', '236 N 12th St\nBrooklyn, NY 11211\nUnion Ave & Driggs Ave\nWilliamsburg - North Side\nGet directions', '236 N 12th St\nBrooklyn, NY 11211\nUnion Ave & Driggs Ave\nWilliamsburg - North Side', 'Mon\n5:00 PM - 10:00 PM\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nClosed now\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:00 PM\nSat\n5:00 PM - 10:00 PM\nSun\n5:00 PM - 10:00 PM\nEdit business info', 'Ask the Community', 'naminori.nyc', '(917) 909-1299', 'Get Directions\n236 N 12th St Brooklyn, NY 11211', 'Is this your business?\nClaim your business to immediately update business information, respond to reviews, and more!\nClaim This Business', '', '', 'Things to do in Brooklyn', 'Gluten Free Restaurants Near Me', 'Japanese Food Near Me', 'Pf Changs Near Me', 'Teriyaki Chicken Near Me', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Hot And New Restaurants Brooklyn', 'Japanese Food Brooklyn', 'Search for Reservations', 'Book a Table in Brooklyn', 'Find more Gluten-Free near Nami Nori', 'Find more Japanese Restaurants near Nami Nori', 'Find more Sushi Bars near Nami Nori', 'Frequently Asked Questions about Nami Nori']",[],https://naminori.nyc/menu,,5:00 PM - 10:00 PM
